#Digilent WaveForms Network Analyzer - Bode
#Device Name: Discovery2
#Serial Number: SN:210321B81678
#Date Time: 2025-03-05 11:15:40.293
#Start: 50 Hz
#Stop: 20000 Hz
#Steps: 151
#Wavegen: Wavegen C1
#Amplification: 1 X
#Settle: 10 ms
#MinPeriods: 16 
#Channel: Channel 1
#Range: 5.43531 V
#Offset: -0.000212314 V
#Relative: no
#Channel: Channel 2
#Range: 5.42122 V
#Offset: 0.000158598 V
#Relative: yes
#Power Supplies: ON
#Positive Supply: ON
#Voltage: 3 V
#Negative Supply: ON
#Voltage: -3 V

Frequency (Hz),Channel 1 Magnitude (X),Channel 2 Magnitude (X),Channel 2 Phase (deg)
172.476157897257,1.000581657040641,1.016981190043764,-14.41931052125683
179.5048287734204,1.000584935716709,1.015016076516072,-15.07706128983556
186.8199288864573,1.000588264210524,1.012875041184818,-15.77053811379791
194.4331306719088,1.000584746825639,1.010492689329483,-16.50532232080126
202.3565822351619,1.000538015137576,1.007928124707534,-17.27818692211764
210.6029267357363,1.000575491016696,1.00505711507861,-18.10048289245519
219.1853225615062,1.000588108563552,1.001945656265835,-18.96808922726813
228.1174643250551,1.000588590602586,0.9984381412888768,-19.89394365747211
237.4136047156641,1.000615941152651,0.9945159048058151,-20.88029856756192
247.088577241803,1.000590926081873,0.9902423669212401,-21.93243597789046
257.1578199004124,1.000603622912083,0.9854056128913751,-23.05354179254354
267.6373998107466,1.000579519373309,0.9799977613257673,-24.25941525888467
278.5440388520828,1.000588746494443,0.9739256819545167,-25.55260052522564
289.8951403462083,1.000615560626343,0.9670458433574257,-26.94567542752162
301.7088168272583,1.000612785254692,0.9592551772571075,-28.4523855239994
314.0039189432197,1.000610731716811,0.9503465297971647,-30.08703922606098
326.800065535215,1.000646797166181,0.9401233749928606,-31.86290486395677
340.1176749425625,1.000589881438176,0.9284643500897396,-33.80090929742063
353.977997583569,1.000611608900115,0.9148991864335554,-35.92684078584109
368.4031498640386,1.000643740016291,0.8991749996622803,-38.26193142720917
383.4161494676057,1.000627415513492,0.8808670581547359,-40.84187137288535
399.0409520842027,1.000653235428382,0.8594452245148104,-43.70138385390204
415.3024896352739,1.000629173072564,0.834269265396502,-46.88833944114538
432.2267100567219,1.000632582723959,0.8045866486117415,-50.45247861632219
449.8406187030712,1.000635638098762,0.7694911783168988,-54.4545741207489
468.1723214389185,1.000624704205019,0.7278658889302487,-58.96405547041737
487.2510694864243,1.000650319760918,0.6785584134905112,-64.05882567283992
507.1073061004078,1.000680193317398,0.6203736225720662,-69.81186739211375
527.7727151455282,1.000706385266521,0.5524193390458025,-76.2893519619043
549.2802716530592,1.000665041050009,0.4747128878024572,-83.51701708400788
571.664294437929,1.00068727368283,0.3885836592094304,-91.45361100931933
594.9605008599892,1.000740128148236,0.2974556046424741,-99.89342899023202
619.206063816889,1.000690366781251,0.2074056673047739,-108.3606429235563
644.4396710594986,1.000693697373736,0.1258541935305986,-115.6463467274239
670.7015869245214,1.000730774346082,0.0604173682681972,-117.5939346946314
698.0337165828195,1.000692854035391,0.01940581539423924,-89.22774232373386
726.4796729059449,1.000688221002885,0.008488571243019001,7.155347717536344
756.0848460575897,1.000675468686323,0.04068890178236423,120.7886500800899
786.8964759210003,1.000731945224066,0.1200198328091996,119.9036293061725
818.9637274779159,1.000776160321159,0.217469910101419,111.2939483340482
852.3377692593151,1.0007327577365,0.3184608766101085,101.8779834895431
887.071854993157,1.000753103732806,0.4144921453687085,92.98653145636136
923.2214085793911,1.000754489145236,0.5013330153531623,84.90688119064714
960.8441125278296,1.00073341197141,0.5774896105098178,77.67060348808359
1000,1.000762579390833,0.6429637019681956,71.24829362300555
1040.751550601854,1.000733763633308,0.6987210396527538,65.56279285042967
1083.163790080164,1.000731255926694,0.7459593510958918,60.51236652097253
1127.304394081712,1.000766183569187,0.7858552420463168,56.02243173465388
1173.243796140824,1.000750536355713,0.8195873139774954,52.01215080683002
1221.055300067568,1.000787678248627,0.8481491623195092,48.4218026749853
1270.815196915935,1.000775426146213,0.8724412347664682,45.1915173234172
1322.602886718659,1.000771270555987,0.8931687617425995,42.27896792802915
1376.501005182932,1.000807554587986,0.9108504545855231,39.63415128975192
1432.595555549148,1.000847113236352,0.9261177025579046,37.23615561932073
1490.976045823099,1.000835644156449,0.9392456936448896,35.04223195472287
1551.735631600611,1.000872929609585,0.9506075879525174,33.03632251663242
1614.971264712483,1.000911290173128,0.9605319238833075,31.19160422276853
1680.783847926955,1.000920809990875,0.9692549395209293,29.49436104662325
1749.278395956529,1.000893574530868,0.976924675690895,27.92408731695822
1820.56420302608,1.00097143173286,0.9835763597258029,26.46555067922812
1894.755017269623,1.001035618618993,0.9894841929812318,25.11419411259954
1971.969222234001,1.001094467731604,0.9947465573385325,23.85592728894443
2052.330025779169,1.001040281849235,0.9994344067758806,22.68000417087131
2135.965656676413,1.001095557765965,1.003611386561132,21.57922491547203
2223.009569218284,1.001081746134212,1.007298217618088,20.54997425376631
2313.600656166689,1.001212409324887,1.010635678249973,19.58141768856104
2407.883470378947,1.001247894712464,1.013644452811409,18.66807179806433
2506.008455465463,1.001192285513218,1.016334807140941,17.81032425370653
2608.132185847038,1.001282606742659,1.018776343504646,16.99724792519812
2714.417616594906,1.001394470566642,1.020933840985805,16.23369975052367
2825.034343452138,1.001485053230734,1.022969600902374,15.50644142819424
2940.158873451304,1.001494078609512,1.024776275008134,14.81797229364977
3059.974906560243,1.001487034016809,1.02648468646536,14.16746793985932
3184.673628805338,1.001654777117234,1.027944714710829,13.54713697939191
3314.454017339986,1.001715133086756,1.029266446384788,12.96044565591585
3449.523157945136,1.001768098131957,1.030530167774053,12.39891299363749
3590.096575468405,1.001977054836789,1.031607391118472,11.86519751673189
3736.398577729146,1.00199774958135,1.032636123095018,11.35940828580641
3888.662613438172,1.002073235367994,1.033682665974041,10.8718775501252
4047.131644703234,1.002191254287624,1.03450109638393,10.40732210507481
4212.058534714723,1.002244833523986,1.035338561190166,9.966248295471772
4383.706451230122,1.00234691174894,1.036081149883017,9.542744911318266
4562.349286501098,1.002392044050462,1.036690445532466,9.13839803644084
4748.272094313281,1.002390718281017,1.037370050456398,8.753693389872225
4941.771544836061,1.002709357060572,1.037924782161555,8.379772293470182
5143.156398008247,1.002730355058895,1.038461337549939,8.026169119896622
5352.74799621493,1.002954311422613,1.038914340956337,7.685147032328675
5570.880777041653,1.002172096716942,1.039420628755776,7.356743423198061
5797.902806924163,1.003117044583411,1.039779600053867,7.045831663676751
6034.176336545166,1.003189461661196,1.040090325896983,6.744090716864321
6280.078378864393,1.00210634735715,1.040593942169622,6.452471289081643
6536.001310704296,1.003448553297112,1.040898747458507,6.177041632056053
6802.353498851242,1.003666084778352,1.041123336522995,5.905580002860422
7079.559951671379,1.00378392459955,1.041450973972762,5.650866539277075
7368.062997280776,1.003878178444843,1.041691278084783,5.402547515825859
7668.322989352108,1.003827161439385,1.041935561011861,5.164274638149443
7980.819041684052,1.003918670348514,1.042141859176417,4.936736477804914
8306.04979270548,1.004084563628207,1.042376944319972,4.714387976390011
8644.534201134433,1.00437967497894,1.042561266304693,4.502251092329317
8996.812374061423,1.004563385767398,1.042738572111213,4.29517355851214
9363.446428778368,1.00468070791177,1.042811820706075,4.096245992508939
9745.021389728481,1.004850091353465,1.042945061019381,3.905836642512856
10142.14612200815,1.00450727218459,1.043101765943802,3.718582595764403
10555.45430291056,1.004154383411002,1.043295670895379,3.537978033159519
10985.60543306118,1.005232533824877,1.043364576941922,3.367867086342855
11433.28588875857,1.005266284912302,1.043466333941957,3.199806329052535
11899.21001719978,1.004546214621182,1.043543798872919,3.03442916153503
12384.12127633779,1.005496017003817,1.043717667185348,2.882809801303978
12888.79342118996,1.005565817088164,1.043860905055455,2.727573074880191
13414.03173849042,1.004136455102373,1.043861812536915,2.576361127041537
13960.67433165639,1.005774901580596,1.043959066529308,2.436732873934943
14529.59345811889,1.005789978187792,1.043949488344921,2.294367169646364
15121.69692115179,1.006016128930099,1.044046471825643,2.153294595296927
15737.92951842,1.006176890109717,1.044042413465014,2.020504117287828
16379.27454955831,1.006245127270972,1.044156260529642,1.891500484921607
17046.7553851863,1.006388008383039,1.044181880718083,1.763214466680267
17741.43709986313,1.005423198062416,1.044251087649319,1.64051172466624
18464.42817158782,1.006134976352072,1.044338233710452,1.518332250369369
19216.88225055657,1.006475327493377,1.044315799121059,1.400292505750095
20000,1.006279798584918,1.044330977201193,1.284466562120855
